-187.5   178127.0   20916.0    -164.5   208387.0   15236.0    -154.6   252267.0   19480.0  
-132.7   652345.0   26868.0    -124.8   721648.0   31621.0    -121.2   695630.0   37039.0 
-111.5   861361.0   37286.0    -107.4   951128.0   43864.0    -105.3   992298.0   41004.0 
-97.5  1098173.0   43472.0     -95.2  1166686.0   50820.0     -94.0  1075235.0   52536.0 
-90.3  1214726.0   59741.0     -76.9  1341157.0   80500.0     -70.8  1143483.0  106866.0    
-70.8  1401114.0   60049.0     -64.1  1389402.0   75086.0     -60.5  1479789.0   75960.0 
-58.6  1591117.0   69629.0     -54.6  1793428.0   94551.0     -50.3  1734488.0   72263.0  
-45.6  1660183.0   71642.0     -40.4  1906804.0  100561.0     -27.0  1998677.0  105661.0       
 27.0  1946504.0  108645.0      40.4  1799165.0   97110.0      45.6  1965170.0  101310.0 
 46.0  1404543.0  214244.0      50.3  1709736.0   71958.0      54.6  1479024.0   93239.0 
 58.6  1612297.0   68516.0      60.5  1743914.0  117159.0      60.5  1638378.0   79586.0       
 67.5  1465282.0   64304.0      69.1  1534629.0   62931.0      70.8  1367310.0   55589.0 
 70.8  1484603.0   73533.0      76.9  1318944.0   64449.0      79.7  1307921.0   52070.0 
 83.9  1048934.0   68685.0      85.2  1221003.0   59340.0      90.3  1291466.0   92312.0   
 90.3  1157944.0   46655.0      90.3  1106473.0   61307.0      94.0  1070874.0   48136.0  
 95.2   101744.0   53235.0     102.0   992297.0   53476.0     105.3   844377.0  130788.0 
105.3   925665.0   39518.0     111.5   891084.0   36844.0     112.5   859081.0   34146.0 
117.4   815832.0   32958.0     120.2   725850.0   28554.0     124.8   671149.0   30435.0 
127.5   730157.0   28978.0     127.5   603684.0   25423.0     127.5   532314.0   35862.0  
131.0   556694.0   32606.0     133.5   609798.0   26898.0     137.7   540992.0   21415.0 
143.3   480779.0   23472.0     144.1   445007.0   19050.0     144.1   350657.0   16957.0 
145.6   469112.0   18525.0     150.2   242026.0   18278.0     153.9   348872.0   16337.0 
154.6   251507.0   11483.0     154.6   269597.0   12693.0     154.6   243829.0    9988.0  
164.5   198383.0    9593.0     164.5   242238.0   10798.0     164.5   279758.0   11411.0 
165.2   216177.0   12280.0     171.2   184382.0     7422.0    187.5   106216.0   20669.0 
187.5   159332.0   21266.0
