-187.5 	 1257.0   232.0    -164.5   1637.0   101.0    -154.6   2095.0   181.0 
-150.2 	 2100.0   180.0    -132.7   4818.0   261.0    -124.8   5894.0   351.0 
-121.2 	 6242.0   564.0    -111.5   7688.0   951.0    -111.5   7037.0   439.0 
-107.4 	 7789.0   545.0    -105.3   8061.0   442.0     -97.5   8519.0   438.0 
 -95.2 	10821.0   676.0     -94.0  10558.0   712.0     -90.3  11620.0   901.0 
 -90.3 	10888.0   845.0     -76.9  12217.0  1184.0     -70.8  12334.0  1316.0 
 -70.8 	 9923.0   631.0     -67.5  14786.0  1543.0     -67.5  15212.0  1217.0 
 -64.1 	13871.0  1084.0     -64.1  13237.0  1239.0     -60.5  15221.0  1191.0 
 -58.6 	17121.0  1055.0     -54.6  16296.0  2031.0     -54.6  20293.0  1740.0
 -50.3 	17330.0  1135.0     -50.3  17794.0  1034.0     -45.6  16357.0   978.0 
 -40.4 	21007.0  1554.0     -27.0  13977.0  3914.0      40.4  20184.0  2036.0 
  45.6 	18474.0  1227.0      46.0  15769.0  1721.0      50.3  17059.0  1049.0 
  54.6 	14299.0  1467.0      58.6  17890.0  1071.0      60.5  16155.0  1277.0 
  60.5 	15908.0  1284.0      60.5  15019.0  1125.0      67.5  14015.0  2598.0
  67.5 	13224.0   845.0      69.1  15993.0   944.0      70.8  11361.0   608.0 
  70.8 	13493.0  1001.0      70.8  11989.0  1244.0      76.9  11636.0  2673.0 
  76.9 	11672.0   874.0      79.7  11225.0   600.0      81.1  11806.0  2153.0 
  83.9 	10268.0  1143.0      85.2  11098.0   820.0      90.3   1046.0   849.0 
  90.3   9553.0   510.0      90.3  10405.0   903.0      90.3   9890.0  1090.0 
  92.8  10890.0   838.0      94.0   9383.0   613.0      95.2   8936.0   733.0 
 102.0   7069.0  1136.0     102.0   7980.0   774.0     105.3   6998.0  1132.0 
 105.3   7709.0   474.0     105.3   6816.0   451.0     111.5   6772.0   411.0 
 111.5   6210.0   471.0     112.5   5635.0   298.0     117.4   5572.0  1058.0 
 117.4   5549.0  1456.0     117.4   6473.0   332.0     120.2   4862.0   256.0 
 124.8   5114.0   327.0     124.8   5263.0   324.0     124.8   5297.0   303.0 
 127.5   4539.0   252.0     127.5   4624.0   270.0     127.5   3854.0   472.0 
 127.5   4039.0   582.0     131.0   3982.0   453.0     133.5   4465.0   298.0 
 137.7   3469.0   181.0     143.3   2756.0   428.0     143.3   3480.0   266.0 
 144.1   3162.0   185.0     144.1   2592.0   202.0     145.6   2932.0   160.0 
 150.2   1676.0   185.0     150.2   1897.0   197.0     153.9   2242.0   190.0 
 154.6   1907.0   138.0     154.6   1761.0   132.0     154.6   1865.0   108.0 
 164.5   1465.0   117.0     164.5   1390.0    96.0     164.5   1646.0    97.0 
 165.2   1446.0   149.0     171.2   1215.0    73.0     187.5    687.0    63.0 
 187.5    800.0    57.0 
