-187.5   52037.0   7250.0    -164.5   60333.0   2796.0    -154.6   73270.0   4200.0 
-150.2   75772.0   4035.0    -132.7  172600.0   7786.0    -124.8  208772.0   9666.0 
-121.2  208477.0  11622.0    -111.5  262848.0  19126.0    -111.5  251775.0  11478.0 
-107.4  285943.0  13805.0    -105.3  269209.0  12593.0     -97.5  291771.0  13215.0
-95.2  352464.0  16428.0     -94.0  340796.0  16835.0     -90.3  362096.0  19401.0 
-90.3  366357.0  18540.0     -76.9  443692.0  25199.0     -70.8  374540.0  49984.0 
-70.8  402242.0  18332.0     -67.5  481558.0  31378.0     -67.5  477824.0  23938.0 
-64.1  445496.0  23782.0     -64.1  420413.0  24629.0     -60.5  475073.0  24555.0 
-58.6  489428.0  23622.0     -54.6  479350.0  36273.0     -54.6  540276.0  31094.0 
-50.3  524329.0  24304.0     -50.3  515078.0  23643.0     -45.6  538414.0  23636.0 
-40.4  573929.0  31042.0     -27.0  563951.0  56170.0     -27.0  610220.0  34302.0 
 27.0  597918.0  34339.0      40.4  546907.0  33215.0      45.6  536203.0  26304.0 
 46.0  435567.0  49354.0      50.3  498337.0  22665.0      54.6  517116.0  29952.0 
 58.6  455746.0  21531.0      60.5  491059.0  25864.0      60.5  474549.0  25428.0 
 60.5  484480.0  25025.0      67.5  415905.0  38030.0      67.5  433361.0  20431.0 
 69.1  422865.0  20274.0      70.8  388025.0  17357.0      70.8  434043.0  22920.0 
 70.8  412295.0  27045.0      76.9  364314.0  37569.0      76.9  395237.0  20274.0 
 79.7  354786.0  16006.0      81.1  378500.0  37086.0      83.9  351309.0  22740.0 
 85.2  374363.0  19518.0      90.3  324092.0  19276.0      90.3  308537.0  13998.0 
 90.3  341238.0  19812.0      90.3  351774.0  21177.0      92.8  368103.0  19033.0 
 94.0  304353.0  14503.0      95.2  321900.0  16641.0     102.0  257844.0  21189.0 
102.0  283505.0  16470.0     105.3  271252.0  22573.0     105.3  268307.0  12532.0 
105.3  252442.0  12043.0     111.5  242475.0  11123.0     111.5  246286.0  12376.0 
112.5  218185.0   9735.0     117.4  216957.0  18756.0     117.4  213167.0  24040.0 
117.4  227283.0  10334.0     120.2  186689.0   8444.0     124.8  191253.0   9300.0 
124.8  198983.0   9080.0     124.8  200761.0   8998.0     127.5  186511.0   8635.0 
127.5  166697.0   7994.0     127.5  161090.0  11119.0     127.5  155814.0  12734.0 
131.0  150208.0   9615.0     133.5  170289.0   8173.0     137.7  134541.0   6071.0 
143.3  132267.0   9824.0     143.3  138269.0   6995.0     144.1  121826.0   5621.0 
144.1  103701.0   5192.0     145.6  116794.0   5352.0     150.2   69495.0   8780.0 
150.2   73972.0   4350.0     153.9   96561.0   5095.0     154.6   71825.0   3481.0 
154.6   71305.0   3458.0     154.6   68455.0   3110.0     164.5   57475.0   2947.0 
164.5   58911.0   2877.0     164.5   69183.0   3199.0     165.2   61544.0   3585.0 
171.2   47362.0   2193.0     187.5   29628.0   1587.0     187.5   34947.0   1689.0 
